"Species" "Domain" "Min.sup" "Max.sup" "Classif" "NaCl." "Unit" "Year" "Genus" "Family" "Order" "Class" "Phylum" "Kingdom"
"1175" "Halarchaeum rubridurum" "A" 1.54004106776181 5.13347022587269 "No Class" "s" "p" 2013 "Halarchaeum" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1176" "Halarchaeum salinum" "A" 2.05338809034908 5.13347022587269 "Moderate" "s" "p" 2013 "Halarchaeum" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1177" "Halocalculus aciditolerans" "A" 2.05338809034908 5.13347022587269 "Extreme" "s" "p" 2015 "Halocalculus" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1178" "Natronoarchaeum philippinense" "A" 2.39561943874059 5.13347022587269 "No Class" "s" "p" 2013 "Natronoarchaeum" "Natronoarchaeaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1180" "Kushneria konosiri" "B" 0 4.44900752908966 "No Class" "s" "p" 2017 "Kushneria" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1181" "Salinisphaera halophila" "B" 1.02669404517454 4.96235455167693 "Moderate" "s" "p" 2012 "Salinisphaera" "Salinisphaeraceae" "Nevskiales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1182" "Salsuginibacillus halophilus" "B" 1.54004106776181 5.13347022587269 "Extreme" "s" "p" 2010 "Salsuginibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"1183" "Actinopolyspora salinaria" "B" 1.71115674195756 4.27789185489391 "No Class" "s" "p" 2016 "Actinopolyspora" "Pseudonocardiaceae" "Pseudonocardiales" "Actinomycetes" "Actinomycetota" "Bacillati"
"1184" "Halorubrum ezzemoulense" "A" 2.56673511293635 4.27789185489391 "Extreme" "s" "p" 2006 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1185" "Salicola salis" "B" 1.71115674195756 4.27789185489391 "Extreme" "s" "p" 2006 "Salicola" "Incertae sedis" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1186" "Salinicola salarius" "B" 0 4.27789185489391 "Moderate" "s" "p" 2007 "Salinicola" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1187" "Salinifilum proteinilyticum" "B" 2.05338809034908 4.27789185489391 "Extreme" "s" "p" 2017 "Salinifilum" "Pseudonocardiaceae" "Pseudonocardiales" "Actinomycetes" "Actinomycetota" "Bacillati"
"1188" "Halanaerobium sehlinense" "B" 0.855578370978782 5.13347022587269 "Extreme" "s" "p" 2013 "Halanaerobium" "Halanaerobiaceae" "Halanaerobiales" "Clostridia" "Bacillota" "Bacillati"
"1189" "Halobaculum roseum" "A" 1.71115674195756 5.13347022587269 "Extreme" "s" "p" 2017 "Halobaculum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1190" "Halococcus salsus" "A" 1.71115674195756 5.13347022587269 "No Class" "s" "p" 2018 "Halococcus" "Halococcaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1191" "Halomicrococcus hydrotolerans" "A" 1.71115674195756 5.13347022587269 "Extreme" "s" "p" 2020 "Halomicrococcus" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1192" "Halorhabdus amylolytica" "A" 3.08008213552361 5.13347022587269 "Extreme" "s" "p" 2022 "Halorhabdus" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1193" "Halorientalis regularis" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2011 "Halorientalis" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1194" "Halorubrum persicum" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2015 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1195" "Halorubrum trueperi" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2017 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1196" "Halorubrum vacuolatum" "A" 2.56673511293635 5.13347022587269 "No Class" "s" "p" 1993 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1197" "Halostella salina" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2016 "Halostella" "Natronoarchaeaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1198" "Natrialba hulunbeirensis" "A" 2.05338809034908 5.13347022587269 "No Class" "s" "p" 2001 "Natrialba" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1199" "Natronorubrum tibetense" "A" 2.05338809034908 5.13347022587269 "No Class" "s" "p" 1999 "Natronorubrum" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1200" "Piscibacillus salipiscarius" "B" 0.342231348391513 5.13347022587269 "Moderate" "s" "p" 2007 "Piscibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"1201" "Salinigranum halophilum" "A" 0.855578370978782 5.13347022587269 "No Class" "s" "p" 2020 "Salinigranum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1202" "Sporohalobacter salinus" "B" 0.855578370978782 5.13347022587269 "No Class" "s" "p" 2015 "Sporohalobacter" "Halobacteroidaceae" "Halanaerobiales" "Clostridia" "Bacillota" "Bacillati"
"1203" "Haloactinomyces albus" "B" 1.71115674195756 5.98904859685147 "Extreme" "s" "p" 2017 "Haloactinomyces" "Pseudonocardiaceae" "Pseudonocardiales" "Actinomycetes" "Actinomycetota" "Bacillati"
"1205" "Saliphagus infecundisoli" "A" 0.855578370978782 5.98904859685147 "Extreme" "s" "p" 2017 "Saliphagus" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1206" "Natronomonas moolapensis" "A" 2.39561943874059 6.16016427104723 "Extreme" "s" "p" 2010 "Natronomonas" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1207" "Desulfovibrio gilichinskyi" "B" 0.0855578370978782 0.684462696783025 "Moderate" "s" "g" 2019 "Desulfovibrio" "Desulfovibrionaceae" "Desulfovibrionales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1208" "Sporosalibacterium tautonense" "B" 0.0855578370978782 1.71115674195756 "Moderate" "s" "g" 2017 "Sporosalibacterium" "Clostridiaceae" "Eubacteriales" "Clostridia" "Bacillota" "Bacillati"
"1209" "Halarchaeum nitratireducens" "A" 1.54004106776181 5.13347022587269 "No Class" "s" "p" 2013 "Halarchaeum" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1210" "Natronorubrum bangense" "A" 2.05338809034908 4.27789185489391 "No Class" "s" "p" 1999 "Natronorubrum" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1211" "Haloarcula amylovorans" "A" 1.36892539356605 5.13347022587269 "No Class" "s" "p" 2020 "Haloarcula" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1212" "Halorhabdus salina" "A" 3.08008213552361 5.13347022587269 "Extreme" "s" "p" 2022 "Halorhabdus" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1213" "Halarchaeum grantii" "A" 2.56673511293635 4.62012320328542 "No Class" "s" "p" 2015 "Halarchaeum" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1214" "Salibacterium lacus" "B" 1.36892539356605 4.79123887748118 "No Class" "s" "p" 2018 "Salibacterium" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"1215" "Halarchaeum acidiphilum" "A" 3.08008213552361 5.13347022587269 "Moderate" "s" "p" 2010 "Halarchaeum" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1216" "Desulfosoma caldarium" "B" 0.0855578370978782 0.513347022587269 "Slight" "s" "g" 2011 "Desulfosoma" "Syntrophobacteraceae" "Syntrophobacterales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1217" "Haloarcula pellucida" "A" 3.42231348391513 5.13347022587269 "Extreme" "s" "p" 2013 "Haloarcula" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1218" "Haloarcula salaria" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2011 "Haloarcula" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1219" "Haloarcula terrestris" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2023 "Haloarcula" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1220" "Haloarcula tradensis" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2011 "Haloarcula" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1221" "Halococcus dombrowskii" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2002 "Halococcus" "Halococcaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1222" "Halococcus salifodinae" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 1994 "Halococcus" "Halococcaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1223" "Halogeometricum borinquense" "A" 1.36892539356605 5.13347022587269 "Extreme" "s" "p" 1998 "Halogeometricum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1224" "Halolamina sediminis" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2015 "Halolamina" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1225" "Halonotius aquaticus" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2019 "Halonotius" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1226" "Halopelagius fulvigenes" "A" 1.71115674195756 5.13347022587269 "Extreme" "s" "p" 2013 "Halopelagius" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1227" "Halorientalis pallida" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2019 "Halorientalis" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1228" "Halorubrum aethiopicum" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2018 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1229" "Halorubrum distributum" "A" 2.05338809034908 5.13347022587269 "Extreme" "s" "p" 2004 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1230" "Halorubrum halodurans" "A" 3.42231348391513 5.13347022587269 "Extreme" "s" "p" 2016 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1231" "Halorubrum salinarum" "A" 1.71115674195756 5.13347022587269 "Extreme" "s" "p" 2022 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1232" "Halostagnicola alkaliphila" "A" 3.42231348391513 5.13347022587269 "No Class" "s" "p" 2011 "Halostagnicola" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1233" "Halostagnicola bangensis" "A" 3.42231348391513 5.13347022587269 "Extreme" "s" "p" 2015 "Halostagnicola" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1234" "Halovenus salina" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2015 "Halovenus" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1236" "Natronococcus jeotgali" "A" 1.28336755646817 5.13347022587269 "No Class" "s" "p" 2007 "Natronococcus" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1237" "Natrialba swarupiae" "A" 3.42231348391513 5.98904859685147 "No Class" "s" "p" 2020 "Natrialba" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1238" "Marinitoga aeolica" "B" 0.171115674195756 0.855578370978782 "Slight" "s" "g" 2023 "Marinitoga" "Petrotogaceae" "Petrotogales" "Thermotogae" "Thermotogota" "Thermotogati"
"1239" "Lentibacillus halophilus" "B" 2.05338809034908 5.13347022587269 "Extreme" "s" "p" 2006 "Lentibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"1240" "Halococcus agarilyticus" "A" 4.10677618069815 5.13347022587269 "Extreme" "s" "p" 2015 "Halococcus" "Halococcaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1241" "Halorhabdus tiamatea" "A" 1.71115674195756 5.13347022587269 "Extreme" "s" "p" 2008 "Halorhabdus" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1242" "Halorhabdus utahensis" "A" 1.54004106776181 5.13347022587269 "Extreme" "s" "p" 2000 "Halorhabdus" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1243" "Natrarchaeobaculum aegyptiacum" "A" 2.56673511293635 6.50239561943874 "Extreme" "s" "p" 2018 "Natrarchaeobaculum" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1244" "Actinopolyspora mzabensis" "B" 1.19780971937029 5.4757015742642 "No Class" "s" "p" 2013 "Actinopolyspora" "Pseudonocardiaceae" "Pseudonocardiales" "Actinomycetes" "Actinomycetota" "Bacillati"
"1245" "Halococcus thailandensis" "A" 2.56673511293635 5.13347022587269 "Extreme" "s" "p" 2007 "Halococcus" "Halococcaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1246" "Natronococcus roseus" "A" 2.56673511293635 5.13347022587269 "No Class" "s" "p" 2013 "Natronococcus" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1248" "Crassaminicella profunda" "B" 0.0855578370978782 1.02669404517454 "Slight" "s" "g" 2015 "Crassaminicella" "Clostridiaceae" "Eubacteriales" "Clostridia" "Bacillota" "Bacillati"
"1249" "Pseudodesulfovibrio senegalensis" "B" 0.0855578370978782 1.11225188227242 "Moderate" "s" "g" 2017 "Pseudodesulfovibrio" "Desulfovibrionaceae" "Desulfovibrionales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1250" "Thermovirga lienii" "B" 0.0855578370978782 1.36892539356605 "Slight" "s" "g" 2006 "Thermovirga" "Synergistaceae" "Synergistales" "Synergistia" "Synergistota" "Thermotogati"
"1251" "Alkalilimnicola ehrlichii" "B" 0.256673511293635 3.25119780971937 "No Class" "s" "g" 2007 "Alkalilimnicola" "Ectothiorhodospiraceae" "Chromatiales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1252" "Petrotoga mexicana" "B" 0.171115674195756 3.42231348391513 "Slight" "s" "g" 2004 "Petrotoga" "Petrotogaceae" "Petrotogales" "Thermotogae" "Thermotogota" "Thermotogati"
"1253" "Leisingera methylohalidivorans" "B" 0.171115674195756 1.02669404517454 "Moderate" "s" "g" 2002 "Leisingera" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1254" "Pseudodesulfovibrio tunisiensis" "B" 0 1.19780971937029 "Tolerant" "s" "g" 2009 "Pseudodesulfovibrio" "Desulfovibrionaceae" "Desulfovibrionales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1255" "Maridesulfovibrio bastinii" "B" 0.171115674195756 2.05338809034908 "Moderate" "s" "g" 2004 "Maridesulfovibrio" "Desulfovibrionaceae" "Desulfovibrionales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1256" "Alkaliphilus namsaraevii" "B" 0.0855578370978782 2.56673511293635 "No Class" "s" "g" 2017 "Alkaliphilus" "Clostridiaceae" "Eubacteriales" "Clostridia" "Bacillota" "Bacillati"
"1257" "Sporosalibacterium faouarense" "B" 0.00855578370978782 2.56673511293635 "Moderate" "s" "g" 2011 "Sporosalibacterium" "Clostridiaceae" "Eubacteriales" "Clostridia" "Bacillota" "Bacillati"
"1258" "Clostridiisalibacter paucivorans" "B" 0.171115674195756 1.71115674195756 "Moderate" "s" "g" 2008 "Clostridiisalibacter" "Clostridiaceae" "Eubacteriales" "Clostridia" "Bacillota" "Bacillati"
"1259" "Petrotoga halophila" "B" 0.0855578370978782 1.54004106776181 "Moderate" "s" "g" 2007 "Petrotoga" "Petrotogaceae" "Petrotogales" "Thermotogae" "Thermotogota" "Thermotogati"
"1261" "Paucidesulfovibrio gracilis" "B" 0.342231348391513 2.05338809034908 "Moderate" "s" "g" 2004 "Paucidesulfovibrio" "Desulfovibrionaceae" "Desulfovibrionales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1262" "Desulfosalsimonas propionicica" "B" 0.171115674195756 3.42231348391513 "Moderate" "s" "g" 2010 "Desulfosalsimonas" "Desulfobacteraceae" "Desulfobacterales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1263" "Ectothiorhodospira variabilis" "B" 0.342231348391513 3.42231348391513 "Moderate" "s" "g" 2009 "Ectothiorhodospira" "Ectothiorhodospiraceae" "Chromatiales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1264" "Desulfovermiculus utahensis" "B" 0.342231348391513 4.10677618069815 "Moderate" "s" "g" 2006 "Desulfovermiculus" "Desulfohalobiaceae" "Desulfovibrionales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1265" "Halobellus inordinatus" "A" 1.71115674195756 4.79123887748118 "No Class" "s" "g" 2013 "Halobellus" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1266" "Halanaerobium lacusrosei" "B" 1.02669404517454 5.81793292265572 "Extreme" "s" "g" 1995 "Halanaerobium" "Halanaerobiaceae" "Halanaerobiales" "Clostridia" "Bacillota" "Bacillati"
"1267" "Haloferax volcanii" "A" 1.71115674195756 5.4757015742642 "Extreme" "s" "g" 2002 "Haloferax" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"1268" "Halomonas halophila" "B" 2.5 20 "Moderate" "s" "m" 1991 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1269" "Desmonostoc salinum" "B" 0 0.25 "Tolerant" "s" "m" 2018 "Desmonostoc" "Nostocaceae" "Nostocales" "Cyanophyceae" "Cyanobacteriota" "Bacillati"
"1272" "Methanolobus taylorii" "A" 0.2 1.2 "Slight" "s" "m" 1994 "Methanolobus" "Methanosarcinaceae" "Methanosarcinales" "Methanosarcinia" "Methanobacteriota" "Methanobacteriati"
"1273" "Saliniramus fredricksonii" "B" 0.1 1.4 "No Class" "s" "m" 2018 "Saliniramus" "Salinarimonadaceae" "Hyphomicrobiales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1274" "Methylotuvimicrobium alcaliphilum" "B" 0 1.5 "Tolerant" "s" "m" 2008 "Methylotuvimicrobium" "Incertae sedis" "Methylococcales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1276" "Nonlabens tegetincola" "B" 0.342231348391513 0.684462696783025 "Tolerant" "s" "p" 2005 "Nonlabens" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"1277" "Thalassomonas viridans" "B" 0.342231348391513 0.684462696783025 "No Class" "s" "p" 2001 "Thalassomonas" "Colwelliaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1279" "Halovibrio variabilis" "B" 1.2 4.9 "Extreme" "s" "m" 1989 "Halovibrio" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1281" "Flavobacterium gelidilacus" "B" 0 0.855578370978782 "Tolerant" "s" "p" 2003 "Flavobacterium" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"1282" "Gillisia limnaea" "B" 0 0.855578370978782 "Tolerant" "s" "p" 2004 "Gillisia" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"1283" "Loktanella fryxellensis" "B" 0 0.855578370978782 "Tolerant" "s" "p" 2004 "Loktanella" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1284" "Psychromonas marina" "B" 0.513347022587269 0.855578370978782 "No Class" "s" "p" 2002 "Psychromonas" "Psychromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1285" "Rubrobacter taiwanensis" "B" 0 0.855578370978782 "Tolerant" "s" "p" 2004 "Rubrobacter" "Rubrobacteraceae" "Rubrobacterales" "Rubrobacteria" "Actinomycetota" "Bacillati"
"1286" "Sagittula salina" "B" 0.171115674195756 0.855578370978782 "Slight" "s" "p" 2022 "Sagittula" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1287" "Arthrobacter roseus" "B" 0 0.992470910335387 "Tolerant" "s" "p" 2002 "Arthrobacter" "Micrococcaceae" "Micrococcales" "Actinomycetes" "Actinomycetota" "Bacillati"
"1288" "Marinomonas primoryensis" "B" 1 6 "No Class" "s" "m" 2003 "Marinomonas" "Oceanospirillaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1289" "Microbulbifer rhizosphaerae" "B" 0.171115674195756 1.02669404517454 "No Class" "s" "p" 2016 "Microbulbifer" "Microbulbiferaceae" "Cellvibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"1291" "Ponticaulis koreensis" "B" 0 1.02669404517454 "No Class" "s" "p" 2009 "Ponticaulis" "Hyphomonadaceae" "Caulobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
